,h_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,createdate,h_county,year,h_tract,paradise
14043,60070014001033,11,1,4,6,3,2,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,5,1,0,0,0,11,0,0,0,0,0,10,1,3,5,2,0,3,8,20230321,6007,2017,600700140,0
14044,60070014001035,18,4,9,5,5,5,8,1,0,0,1,0,1,2,1,1,0,0,1,0,0,3,2,2,1,0,2,17,0,0,1,0,0,16,2,2,2,4,6,9,9,20230321,6007,2017,600700140,0
14045,60070014001036,3,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,3,0,0,1,0,1,2,1,20230321,6007,2017,600700140,0
14046,60070014001038,185,41,87,57,56,56,73,4,0,2,9,8,4,16,2,2,3,3,9,2,6,31,38,6,19,8,13,180,1,0,2,0,2,163,22,22,30,49,43,89,96,20230321,6007,2017,600700140,0
14047,60070014001041,66,10,38,18,17,15,34,4,0,1,4,7,1,9,0,0,0,1,3,0,2,12,12,2,3,3,2,56,7,1,1,0,1,55,11,7,13,20,16,34,32,20230321,6007,2017,600700140,0
14048,60070014001042,4,0,1,3,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,3,1,1,1,0,2,2,2,20230321,6007,2017,600700140,0
14049,60070014001043,13,2,6,5,0,5,8,1,0,0,1,1,0,1,1,0,0,0,0,0,0,4,3,0,0,0,1,8,0,0,4,0,1,12,1,2,3,2,4,7,6,20230321,6007,2017,600700140,0
14050,60070014001044,105,22,56,27,23,30,52,5,1,1,11,6,7,8,2,0,3,1,4,2,5,12,17,2,6,4,8,99,0,2,3,0,1,94,11,6,28,25,24,58,47,20230321,6007,2017,600700140,0
14051,60070014001045,28,7,11,10,7,10,11,1,0,0,1,4,1,2,0,0,1,1,0,0,2,5,7,1,0,2,0,25,0,0,3,0,0,26,2,2,6,8,5,14,14,20230321,6007,2017,600700140,0
14052,60070014001046,12,2,8,2,5,3,4,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,1,0,3,1,0,12,0,0,0,0,0,10,2,2,3,2,3,4,8,20230321,6007,2017,600700140,0
14053,60070014001047,15,1,10,4,2,5,8,0,0,0,0,2,0,1,2,0,1,0,0,1,0,2,3,0,2,0,1,15,0,0,0,0,0,12,3,3,1,8,2,5,10,20230321,6007,2017,600700140,0
14054,60070014001048,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,20230321,6007,2017,600700140,0
14055,60070014001050,14,5,4,5,3,4,7,0,0,0,2,1,2,2,0,0,0,0,0,0,0,2,1,0,1,1,2,11,0,0,1,0,2,14,0,0,2,5,2,8,6,20230321,6007,2017,600700140,0
14056,60070014001052,3,1,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,3,0,1,0,1,0,2,1,20230321,6007,2017,600700140,0
14057,60070014002000,30,7,12,11,7,12,11,0,0,0,0,1,2,2,0,0,1,0,3,0,6,5,5,0,1,2,2,26,0,0,4,0,0,28,2,1,10,7,5,16,14,20230321,6007,2017,600700140,0
14058,60070014002001,16,3,5,8,1,5,10,2,0,0,1,2,0,1,0,0,0,1,0,0,1,1,4,0,1,1,1,15,0,0,0,1,0,13,3,0,4,5,4,8,8,20230321,6007,2017,600700140,0
14059,60070014002002,7,1,2,4,0,1,6,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,0,0,1,0,7,0,0,0,0,0,7,0,0,2,2,2,5,2,20230321,6007,2017,600700140,0
14060,60070014002003,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,1,1,2,0,20230321,6007,2017,600700140,0
14061,60070014002004,8,3,5,0,2,3,3,0,0,0,2,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,8,0,0,0,0,0,8,0,0,0,3,2,3,5,20230321,6007,2017,600700140,0
14062,60070014002005,14,3,8,3,4,4,6,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,3,0,2,0,1,14,0,0,0,0,0,13,1,1,3,4,3,5,9,20230321,6007,2017,600700140,0
14063,60070014002006,13,1,9,3,3,5,5,5,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,13,0,0,0,0,0,5,8,3,6,0,3,8,5,20230321,6007,2017,600700140,0
14064,60070014002007,40,7,24,9,8,10,22,1,1,0,3,0,2,4,0,0,2,0,1,0,1,11,11,0,1,1,1,38,0,0,0,0,2,38,2,4,5,11,13,19,21,20230321,6007,2017,600700140,0
14065,60070014002008,50,12,22,16,15,20,15,1,0,0,4,4,3,7,2,1,1,0,2,0,3,7,7,0,6,1,1,50,0,0,0,0,0,43,7,8,9,10,11,28,22,20230321,6007,2017,600700140,0
14066,60070014002009,9,1,6,2,1,3,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,9,0,0,0,0,0,9,0,0,0,6,2,6,3,20230321,6007,2017,600700140,0
14067,60070014002010,149,28,67,54,37,43,69,6,1,0,9,5,8,19,3,3,3,3,5,1,9,20,24,3,6,10,11,137,5,1,2,2,2,126,23,18,28,41,34,68,81,20230321,6007,2017,600700140,0
14068,60070014002011,25,5,14,6,3,8,14,0,1,0,3,0,3,6,1,0,2,0,0,0,1,2,3,0,2,0,1,22,0,3,0,0,0,22,3,2,5,7,6,13,12,20230321,6007,2017,600700140,0
14069,60070014002012,33,6,17,10,9,9,15,2,0,0,3,0,1,3,1,0,2,1,3,0,2,7,2,1,3,0,2,21,0,0,11,0,1,30,3,5,6,8,8,15,18,20230321,6007,2017,600700140,0
14070,60070014002013,39,10,22,7,7,12,20,5,0,1,4,1,1,3,1,1,2,0,2,0,3,4,4,0,4,0,3,37,0,0,1,0,1,31,8,7,7,10,5,20,19,20230321,6007,2017,600700140,0
14071,60070014002014,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,20230321,6007,2017,600700140,0
14072,60070014002015,21,6,7,8,6,4,11,2,0,0,0,1,0,1,0,0,0,1,0,0,1,4,7,1,2,0,1,20,0,0,1,0,0,20,1,3,5,2,5,9,12,20230321,6007,2017,600700140,0
14073,60070014002016,27,4,16,7,3,5,19,3,0,0,1,1,2,5,0,0,0,0,2,0,3,4,3,1,0,0,2,27,0,0,0,0,0,22,5,3,11,5,4,17,10,20230321,6007,2017,600700140,0
14074,60070014002017,8,2,4,2,1,1,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,1,7,0,0,0,0,1,5,3,0,4,1,1,4,4,20230321,6007,2017,600700140,0
14075,60070014002018,11,2,6,3,2,4,5,1,0,0,0,0,1,1,0,0,0,0,0,0,2,5,0,0,0,0,1,11,0,0,0,0,0,6,5,0,1,4,4,6,5,20230321,6007,2017,600700140,0
14076,60070014002020,9,3,4,2,3,3,3,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,1,1,1,0,9,0,0,0,0,0,7,2,0,3,1,2,6,3,20230321,6007,2017,600700140,0
14077,60070014002021,32,4,16,12,8,6,18,1,0,2,3,0,1,5,0,0,1,1,2,0,0,5,7,1,0,2,1,32,0,0,0,0,0,30,2,1,5,7,15,20,12,20230321,6007,2017,600700140,0
14078,60070014002022,22,5,11,6,3,5,14,1,0,0,1,1,2,1,2,0,0,0,2,0,0,3,6,1,1,1,0,21,0,0,1,0,0,17,5,1,4,6,6,9,13,20230321,6007,2017,600700140,0
14079,60070014003000,33,6,17,10,11,7,15,2,0,0,1,1,0,3,0,0,1,1,2,2,0,4,12,1,2,1,0,31,0,1,1,0,0,31,2,2,6,10,9,16,17,20230321,6007,2017,600700140,0
14080,60070014003001,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,20230321,6007,2017,600700140,0
14081,60070014003003,15,2,8,5,3,2,10,1,0,0,1,0,2,0,0,0,3,0,1,0,0,0,3,0,2,0,2,12,1,1,0,0,1,12,3,2,3,3,5,11,4,20230321,6007,2017,600700140,0
14082,60070014003004,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,20230321,6007,2017,600700140,0
14083,60070014003005,18,2,8,8,8,2,8,1,0,0,0,3,1,2,0,0,2,0,1,0,0,2,3,0,2,0,1,16,0,1,0,1,0,14,4,1,2,11,2,10,8,20230321,6007,2017,600700140,0
14084,60070014003006,22,3,12,7,5,5,12,1,0,0,2,1,1,1,1,0,0,0,3,0,4,4,3,0,0,0,1,22,0,0,0,0,0,16,6,3,7,3,6,15,7,20230321,6007,2017,600700140,0
14085,60070014003017,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,2,20230321,6007,2017,600700140,0
14086,60070014003019,8,3,2,3,5,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,2,0,1,0,0,8,0,0,0,0,0,7,1,0,1,2,2,2,6,20230321,6007,2017,600700140,0
14087,60070014003020,22,4,11,7,8,6,8,1,0,0,2,0,2,3,0,0,0,0,1,0,1,5,5,1,1,0,0,21,0,0,1,0,0,22,0,1,5,4,8,13,9,20230321,6007,2017,600700140,0
14088,60070014003021,25,3,14,8,6,7,12,3,0,0,4,1,1,1,0,0,1,0,2,0,1,4,4,0,1,1,1,25,0,0,0,0,0,19,6,3,4,9,6,13,12,20230321,6007,2017,600700140,0
14089,60070014003022,7,1,4,2,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,1,0,0,7,0,0,0,0,0,7,0,1,0,3,2,2,5,20230321,6007,2017,600700140,0
14090,60070014003023,2,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1,1,1,20230321,6007,2017,600700140,0
14091,60070014003024,41,9,22,10,9,13,19,2,0,0,5,3,1,6,0,2,1,0,1,0,3,5,5,1,2,3,1,37,0,0,0,0,4,37,4,4,12,9,7,21,20,20230321,6007,2017,600700140,0
14092,60070014003025,4,0,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,4,0,0,0,0,0,4,0,0,1,2,1,1,3,20230321,6007,2017,600700140,0
14093,60070014003028,2,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,2,0,20230321,6007,2017,600700140,0
14094,60070014003029,2,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,2,0,20230321,6007,2017,600700140,0
14095,60070014003030,26,9,8,9,6,4,16,2,0,0,2,2,4,0,1,0,0,1,1,0,3,1,3,0,2,1,3,23,0,1,0,0,2,19,7,3,2,9,3,12,14,20230321,6007,2017,600700140,0
14096,60070014003031,15,2,8,5,2,2,11,0,0,0,2,2,1,0,0,0,0,0,1,0,1,1,4,0,1,0,2,14,0,1,0,0,0,12,3,2,0,7,4,10,5,20230321,6007,2017,600700140,0
14097,60070014003032,47,5,24,18,7,21,19,3,0,0,1,3,1,6,1,1,1,0,1,1,4,8,9,1,2,3,1,42,0,0,4,0,1,39,8,2,10,18,12,21,26,20230321,6007,2017,600700140,0
14098,60070014003033,12,1,9,2,1,5,6,2,0,0,2,2,0,1,0,0,0,0,2,0,0,1,2,0,0,0,0,11,0,0,0,0,1,6,6,6,1,1,3,6,6,20230321,6007,2017,600700140,0
14099,60070014003035,9,3,5,1,1,2,6,2,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,7,2,1,1,2,2,8,1,20230321,6007,2017,600700140,0
14100,60070014003037,18,6,6,6,6,7,5,3,0,0,0,1,0,3,0,0,0,1,1,0,1,2,2,1,2,1,0,15,1,0,0,0,2,9,9,2,2,6,2,8,10,20230321,6007,2017,600700140,0
14101,60070014003038,5,3,1,1,0,2,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,5,0,0,1,0,1,3,2,20230321,6007,2017,600700140,0
14102,60070014003039,5,1,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,4,0,0,0,0,1,3,2,0,1,2,1,0,5,20230321,6007,2017,600700140,0
14103,60070014003042,14,4,5,5,5,5,4,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,3,0,3,1,1,14,0,0,0,0,0,11,3,0,3,4,3,9,5,20230321,6007,2017,600700140,0
14104,60070014003043,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,2,0,1,0,1,0,3,20230321,6007,2017,600700140,0
14105,60070014003044,17,4,7,6,6,4,7,1,0,0,1,1,0,1,0,0,1,0,2,0,2,2,3,1,1,0,1,14,0,0,0,0,3,9,8,2,2,4,5,8,9,20230321,6007,2017,600700140,0
14106,60070014003045,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,20230321,6007,2017,600700140,0
14107,60070014003046,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2,20230321,6007,2017,600700140,0
14108,60070014003047,2,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,2,0,20230321,6007,2017,600700140,0
14109,60070014003049,6,0,5,1,2,3,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,6,0,0,0,0,0,2,4,0,2,2,2,3,3,20230321,6007,2017,600700140,0
14110,60070014003050,4,1,3,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,4,0,0,0,2,1,2,2,20230321,6007,2017,600700140,0
14111,60070014003058,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,2,20230321,6007,2017,600700140,0
14112,60070014003059,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,20230321,6007,2017,600700140,0
14113,60070014003072,4,1,1,2,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,3,1,0,0,2,1,1,3,20230321,6007,2017,600700140,0
14114,60070014003073,6,2,1,3,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,6,0,0,0,0,0,5,1,0,1,0,3,3,3,20230321,6007,2017,600700140,0
14115,60070014003076,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,20230321,6007,2017,600700140,0
14116,60070014003077,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,1,1,20230321,6007,2017,600700140,0
14117,60070014003080,3,0,1,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,1,3,0,20230321,6007,2017,600700140,0
14118,60070014003082,5,2,1,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,2,0,0,3,2,0,1,1,1,2,3,20230321,6007,2017,600700140,0
14119,60070014003084,6,2,2,2,3,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,6,0,0,0,2,2,4,2,20230321,6007,2017,600700140,0
14120,60070014003086,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,20230321,6007,2017,600700140,0
14121,60070014004000,265,62,122,81,67,80,118,16,0,1,23,17,11,28,6,4,5,4,3,1,9,39,51,3,19,11,14,230,6,4,15,1,9,228,37,26,47,70,60,137,128,20230321,6007,2017,600700140,0
14122,60070014004001,10,3,5,2,3,2,5,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,0,0,0,1,10,0,0,0,0,0,9,1,2,2,2,1,3,7,20230321,6007,2017,600700140,0
14123,60070014004002,3,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,1,2,1,2,20230321,6007,2017,600700140,0
14124,60070014004003,7,0,3,4,2,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,5,1,0,1,0,0,6,1,2,1,2,2,3,4,20230321,6007,2017,600700140,0
14125,60070014004004,18,5,9,4,3,7,8,0,0,0,0,4,1,2,0,1,2,1,1,0,0,1,2,0,1,2,0,18,0,0,0,0,0,14,4,0,4,5,4,7,11,20230321,6007,2017,600700140,0
14126,60070014004005,49,10,25,14,6,17,26,2,0,0,6,4,1,1,1,1,4,1,3,0,1,8,6,0,5,0,5,49,0,0,0,0,0,41,8,3,7,18,11,24,25,20230321,6007,2017,600700140,0
14127,60070014004006,86,21,39,26,23,23,40,3,0,0,7,2,2,9,2,2,1,2,1,1,3,16,16,1,10,6,2,81,0,0,1,0,4,82,4,6,17,29,13,32,54,20230321,6007,2017,600700140,0
14128,60070014004007,104,17,56,31,19,31,54,4,0,0,4,6,9,10,2,2,3,1,5,2,4,16,19,2,6,1,8,99,0,0,2,0,3,94,10,10,16,30,31,48,56,20230321,6007,2017,600700140,0
14129,60070014004008,10,3,6,1,3,1,6,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,3,0,0,0,2,10,0,0,0,0,0,9,1,0,0,1,6,6,4,20230321,6007,2017,600700140,0
14130,60070014004009,10,1,5,4,1,2,7,1,0,0,3,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,10,0,0,0,0,0,10,0,1,2,5,1,8,2,20230321,6007,2017,600700140,0
14131,60070015001000,8,1,2,5,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,1,0,0,8,0,0,0,0,0,6,2,0,2,3,2,3,5,20230321,6007,2017,600700150,0
14132,60070015001001,2,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,1,20230321,6007,2017,600700150,0
14133,60070015001002,3,1,1,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,2,1,20230321,6007,2017,600700150,0
14134,60070015001003,52,9,24,19,10,21,21,4,0,2,3,1,1,14,1,0,3,0,2,0,1,4,10,0,4,0,2,48,0,3,0,0,1,43,9,3,16,13,11,28,24,20230321,6007,2017,600700150,0
14135,60070015001004,24,7,11,6,5,9,10,1,0,0,0,2,0,3,1,0,2,0,1,0,2,4,3,1,3,0,1,23,0,1,0,0,0,24,0,0,4,3,10,11,13,20230321,6007,2017,600700150,0
14136,60070015001005,12,1,4,7,2,2,8,2,0,1,3,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,12,0,0,0,0,0,12,0,2,2,4,3,10,2,20230321,6007,2017,600700150,0
14137,60070015001006,6,0,4,2,1,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,6,0,0,0,0,0,5,1,1,0,4,1,4,2,20230321,6007,2017,600700150,0
14138,60070015001007,39,11,17,11,9,14,16,1,0,1,2,2,1,3,2,2,2,0,0,0,0,6,7,3,2,0,5,37,1,1,0,0,0,36,3,1,9,4,14,18,21,20230321,6007,2017,600700150,0
14139,60070015001008,11,1,8,2,2,1,8,0,0,1,1,0,1,0,0,1,0,0,0,0,0,3,3,0,1,0,0,11,0,0,0,0,0,11,0,0,2,4,4,5,6,20230321,6007,2017,600700150,0
14140,60070015001009,15,3,10,2,4,1,10,1,0,0,1,2,1,1,0,0,0,0,1,1,0,4,3,0,0,0,0,15,0,0,0,0,0,13,2,1,5,4,2,8,7,20230321,6007,2017,600700150,0
14141,60070015001010,11,5,3,3,3,2,6,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,11,0,0,0,0,0,11,0,0,2,1,3,8,3,20230321,6007,2017,600700150,0
14142,60070015001011,6,1,3,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,0,0,0,0,1,5,4,1,0,0,2,4,20230321,6007,2017,600700150,0
14143,60070015001012,14,2,11,1,2,6,6,0,0,0,1,0,3,1,0,0,0,0,1,1,1,1,2,0,0,2,1,13,0,0,0,1,0,14,0,4,1,3,4,8,6,20230321,6007,2017,600700150,0
14144,60070015001013,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,20230321,6007,2017,600700150,0
14145,60070015001014,3,0,2,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,1,2,1,20230321,6007,2017,600700150,0
14146,60070015001016,18,2,10,6,2,6,10,0,0,0,3,2,5,1,1,0,0,0,0,0,0,2,1,0,0,0,3,18,0,0,0,0,0,16,2,1,6,7,2,11,7,20230321,6007,2017,600700150,0
14147,60070015001017,38,5,28,5,7,9,22,5,0,0,3,4,1,5,1,0,0,1,0,0,0,8,5,1,2,0,2,34,0,2,0,0,2,26,12,4,7,13,9,18,20,20230321,6007,2017,600700150,0
14148,60070015001018,14,2,9,3,1,6,7,3,0,0,0,0,0,1,1,0,0,0,0,0,0,7,1,0,0,0,1,14,0,0,0,0,0,9,5,4,2,4,2,2,12,20230321,6007,2017,600700150,0
14149,60070015001019,8,0,5,3,2,2,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,2,0,0,0,0,8,0,0,0,0,0,8,0,0,4,0,4,5,3,20230321,6007,2017,600700150,0
14150,60070015001020,9,3,3,3,0,7,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,1,0,0,9,0,0,0,0,0,8,1,0,2,4,0,3,6,20230321,6007,2017,600700150,0
14151,60070015001022,9,0,5,4,1,2,6,0,0,1,1,2,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,8,0,0,1,0,0,8,1,0,2,3,4,4,5,20230321,6007,2017,600700150,0
14152,60070015001023,10,2,5,3,0,4,6,2,0,0,0,1,0,1,1,0,0,0,0,0,1,3,0,0,0,1,0,10,0,0,0,0,0,8,2,2,3,2,1,6,4,20230321,6007,2017,600700150,0
14153,60070015001024,101,24,40,37,29,25,47,9,0,3,7,4,5,9,5,0,4,2,5,0,6,17,8,3,4,5,5,88,7,2,1,0,3,85,16,7,19,34,17,56,45,20230321,6007,2017,600700150,0
14154,60070015001025,39,7,18,14,9,9,21,2,0,0,2,1,2,4,0,0,4,0,3,0,2,6,7,0,2,1,3,39,0,0,0,0,0,37,2,2,8,9,13,14,25,20230321,6007,2017,600700150,0
14155,60070015001026,9,4,3,2,3,1,5,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,9,0,0,0,0,0,4,5,2,0,2,1,5,4,20230321,6007,2017,600700150,0
14156,60070015001027,8,1,6,1,2,2,4,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,8,0,0,0,0,0,6,2,2,1,1,3,4,4,20230321,6007,2017,600700150,0
14157,60070015001028,11,5,4,2,5,1,5,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,2,2,0,11,0,0,0,0,0,11,0,0,2,3,1,6,5,20230321,6007,2017,600700150,0
14158,60070015002000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,20230321,6007,2017,600700150,0
14159,60070015002001,69,20,29,20,16,23,30,7,0,1,7,4,2,10,0,1,0,1,2,1,2,9,6,0,5,4,7,62,0,0,1,0,6,61,8,4,8,16,21,29,40,20230321,6007,2017,600700150,0
14160,60070015002005,5,0,4,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,5,0,0,0,0,0,5,0,1,2,1,1,1,4,20230321,6007,2017,600700150,0
14161,60070015002006,3,2,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,3,0,20230321,6007,2017,600700150,0
14162,60070015002007,22,1,13,8,6,4,12,2,0,1,2,2,0,6,1,0,0,0,0,0,0,3,3,1,0,1,0,22,0,0,0,0,0,22,0,0,2,11,8,12,10,20230321,6007,2017,600700150,0
14163,60070015002008,39,7,20,12,11,6,22,4,0,1,5,3,2,5,0,0,0,0,2,0,1,4,6,0,2,1,3,35,0,0,0,0,4,37,2,5,7,13,7,17,22,20230321,6007,2017,600700150,0
14164,60070015002009,109,24,63,22,28,25,56,10,0,2,9,10,1,9,4,1,1,3,2,0,2,14,19,1,11,1,9,102,0,0,6,0,1,92,17,6,21,37,21,61,48,20230321,6007,2017,600700150,0
14165,60070015002010,13,4,7,2,5,2,6,0,0,0,4,1,1,1,0,0,0,0,0,0,0,4,0,0,2,0,0,13,0,0,0,0,0,11,2,1,3,3,2,5,8,20230321,6007,2017,600700150,0
14166,60070015002011,22,7,9,6,5,7,10,1,0,0,2,1,0,2,0,0,0,0,0,0,1,5,8,0,1,1,0,20,1,0,0,0,1,21,1,2,4,5,4,11,11,20230321,6007,2017,600700150,0
14167,60070015002012,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,20230321,6007,2017,600700150,0
14168,60070015002013,8,3,3,2,4,2,2,2,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,7,0,0,0,0,1,7,1,0,2,2,1,3,5,20230321,6007,2017,600700150,0
14169,60070015002014,40,10,21,9,5,18,17,2,0,0,2,4,0,7,1,0,1,0,1,1,1,6,7,0,2,1,4,32,0,1,3,0,4,40,0,3,6,11,10,23,17,20230321,6007,2017,600700150,0
14170,60070015002015,23,3,17,3,6,5,12,3,0,1,1,1,0,2,1,0,2,0,1,0,0,2,2,0,3,1,3,23,0,0,0,0,0,20,3,2,4,6,8,14,9,20230321,6007,2017,600700150,0
